INFO 2024-12-09 11:07:07,975 autoreload Watching for file changes with StatReloader
DEBUG 2024-12-09 11:07:17,470 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\templates\index.html first seen with mtime 1733709898.1132455
DEBUG 2024-12-09 11:07:18,645 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1726014228.3935535
DEBUG 2024-12-09 11:07:18,645 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1726014228.3935535
DEBUG 2024-12-09 11:07:18,647 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\Image.py first seen with mtime 1732504966.0426965
DEBUG 2024-12-09 11:07:18,647 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\migrations\0006_alter_orderitem_price.py first seen with mtime 1733204932.8919222
DEBUG 2024-12-09 11:07:18,649 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\migrations\0001_initial.py first seen with mtime 1726014231.1972826
DEBUG 2024-12-09 11:07:18,650 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\cafe\wsgi.py first seen with mtime 1731896522.5091374
DEBUG 2024-12-09 11:07:18,651 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\migrations\0003_assortment_image.py first seen with mtime 1732505146.7128465
DEBUG 2024-12-09 11:07:18,652 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\migrations\0001_initial.py first seen with mtime 1726014229.4456255
DEBUG 2024-12-09 11:07:18,652 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\middleware\common.py first seen with mtime 1726014231.8475063
DEBUG 2024-12-09 11:07:18,654 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1726014229.2340662
DEBUG 2024-12-09 11:07:18,655 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1726014229.4486167
DEBUG 2024-12-09 11:07:18,655 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\ImageMode.py first seen with mtime 1732504966.0545816
DEBUG 2024-12-09 11:07:18,658 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1726014229.2298462
DEBUG 2024-12-09 11:07:18,659 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py first seen with mtime 1726014229.2270129
DEBUG 2024-12-09 11:07:18,659 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\migrations\__init__.py first seen with mtime 1726014231.1972826
DEBUG 2024-12-09 11:07:18,660 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\_typing.py first seen with mtime 1732504966.1332867
DEBUG 2024-12-09 11:07:18,661 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\sql\compiler.py first seen with mtime 1726014231.7262824
DEBUG 2024-12-09 11:07:18,661 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\ExifTags.py first seen with mtime 1732504966.0288763
DEBUG 2024-12-09 11:07:18,662 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\migrations\0008_rename_adress2_order_address2.py first seen with mtime 1733446307.7121007
DEBUG 2024-12-09 11:07:18,663 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1726014229.231012
DEBUG 2024-12-09 11:07:18,663 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py first seen with mtime 1726014228.3895445
DEBUG 2024-12-09 11:07:18,664 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1726014229.2335596
DEBUG 2024-12-09 11:07:18,666 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\migrations\0005_order_assortment_price_orderitem.py first seen with mtime 1733204249.7533047
DEBUG 2024-12-09 11:07:18,666 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\encodings\idna.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:18,667 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\_binary.py first seen with mtime 1732504966.0927477
DEBUG 2024-12-09 11:07:18,667 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1726014229.2323885
DEBUG 2024-12-09 11:07:18,668 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\graph.py first seen with mtime 1726014231.6511078
DEBUG 2024-12-09 11:07:18,670 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\migrations\0007_alter_assortment_price.py first seen with mtime 1733205095.1400614
DEBUG 2024-12-09 11:07:18,670 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\migrations\0001_initial.py first seen with mtime 1731897923.2294762
DEBUG 2024-12-09 11:07:18,672 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\loader.py first seen with mtime 1726014231.653616
DEBUG 2024-12-09 11:07:18,673 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py first seen with mtime 1726014229.228823
DEBUG 2024-12-09 11:07:18,673 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\migrations\0002_assortment_delete_question.py first seen with mtime 1732503413.5559418
DEBUG 2024-12-09 11:07:18,674 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1726014229.4486167
DEBUG 2024-12-09 11:07:18,675 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1726014229.231012
DEBUG 2024-12-09 11:07:18,675 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1726014229.2200036
DEBUG 2024-12-09 11:07:18,676 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\_imaging.cp312-win_amd64.pyd first seen with mtime 1732504966.1063194
DEBUG 2024-12-09 11:07:18,677 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\_deprecate.py first seen with mtime 1732504966.093269
DEBUG 2024-12-09 11:07:18,677 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py first seen with mtime 1726014229.2340662
DEBUG 2024-12-09 11:07:18,677 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\migrations\0004_news.py first seen with mtime 1732601343.821862
DEBUG 2024-12-09 11:07:18,678 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\executor.py first seen with mtime 1726014231.6511078
DEBUG 2024-12-09 11:07:18,680 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\cache\backends\locmem.py first seen with mtime 1726014231.4363635
DEBUG 2024-12-09 11:07:18,680 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py first seen with mtime 1726014229.2200036
DEBUG 2024-12-09 11:07:18,681 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\_util.py first seen with mtime 1732504966.1332867
DEBUG 2024-12-09 11:07:18,681 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\stringprep.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:07:18,682 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\migrations\0001_initial.py first seen with mtime 1726014228.3895445
DEBUG 2024-12-09 11:07:18,683 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\TiffTags.py first seen with mtime 1732504966.0866268
DEBUG 2024-12-09 11:07:18,684 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\views\csrf.py first seen with mtime 1726014231.944062
DEBUG 2024-12-09 11:07:18,686 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1726014229.2270129
DEBUG 2024-12-09 11:07:18,686 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\messages\middleware.py first seen with mtime 1726014230.4420378
DEBUG 2024-12-09 11:07:18,687 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1726014230.9851964
DEBUG 2024-12-09 11:07:18,688 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\_version.py first seen with mtime 1732504966.135326
DEBUG 2024-12-09 11:07:18,688 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\middleware\clickjacking.py first seen with mtime 1726014231.8475063
DEBUG 2024-12-09 11:07:18,690 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\recorder.py first seen with mtime 1726014231.653616
DEBUG 2024-12-09 11:07:18,691 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\migrations\__init__.py first seen with mtime 1731896710.2567859
DEBUG 2024-12-09 11:07:18,692 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\__init__.py first seen with mtime 1732504966.091493
DEBUG 2024-12-09 11:07:18,693 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1726014229.2270129
DEBUG 2024-12-09 11:07:18,693 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\__future__.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:07:28,974 utils (0.000) SELECT 1 AS "a" FROM "polls_order" WHERE "polls_order"."email" = 'ipluvi2a@gmail.com' LIMIT 1; args=(1, 'ipluvi2a@gmail.com'); alias=default
DEBUG 2024-12-09 11:07:28,975 views username: JohnDoe
DEBUG 2024-12-09 11:07:28,977 views Cart items (from view): []
DEBUG 2024-12-09 11:07:28,978 views Cart items: []
DEBUG 2024-12-09 11:07:28,978 views Total price: 0
DEBUG 2024-12-09 11:07:28,999 utils (0.000) SELECT "polls_assortment"."id", "polls_assortment"."assortment_name", "polls_assortment"."assortment_description", "polls_assortment"."pub_date", "polls_assortment"."image", "polls_assortment"."price" FROM "polls_assortment" ORDER BY "polls_assortment"."pub_date" DESC LIMIT 6; args=(); alias=default
INFO 2024-12-09 11:07:29,035 basehttp "POST /main/ HTTP/1.1" 200 24314
DEBUG 2024-12-09 11:07:29,388 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\messages\storage\session.py first seen with mtime 1726014230.4460313
DEBUG 2024-12-09 11:07:29,389 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\serializers.py first seen with mtime 1726014230.9826827
DEBUG 2024-12-09 11:07:29,395 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\context_processors.py first seen with mtime 1726014228.96019
DEBUG 2024-12-09 11:07:29,397 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\messages\storage\cookie.py first seen with mtime 1726014230.4460313
DEBUG 2024-12-09 11:07:29,405 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\messages\context_processors.py first seen with mtime 1726014230.4406788
DEBUG 2024-12-09 11:07:29,408 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\conf\locale\en\__init__.py first seen with mtime 1726014227.441517
DEBUG 2024-12-09 11:07:29,410 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\messages\storage\fallback.py first seen with mtime 1726014230.4460313
DEBUG 2024-12-09 11:07:29,413 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\context_processors.py first seen with mtime 1726014231.8555064
DEBUG 2024-12-09 11:07:29,414 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\conf\locale\en\formats.py first seen with mtime 1726014227.4434538
DEBUG 2024-12-09 11:11:22,405 autoreload File C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\views.py previous mtime: 1733709797.533287, current mtime: 1733710282.3687432
DEBUG 2024-12-09 11:11:22,408 autoreload C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\views.py notified as changed. Signal results: [(<function template_changed at 0x00000205545480E0>, None), (<function translation_file_changed at 0x000002055548F1A0>, None)].
INFO 2024-12-09 11:11:22,410 autoreload C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\views.py changed, reloading.
INFO 2024-12-09 11:11:23,323 autoreload Watching for file changes with StatReloader
DEBUG 2024-12-09 11:11:23,324 autoreload Waiting for apps ready_event.
DEBUG 2024-12-09 11:11:23,354 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2024-12-09 11:11:23,369 autoreload Watching dir C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\templates with glob **/*.
DEBUG 2024-12-09 11:11:23,369 autoreload Watching dir C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\locale with glob **/*.mo.
DEBUG 2024-12-09 11:11:23,370 autoreload Watching dir C:\Users\Atomi\OneDrive\Рабочий стол\Web\web-site\cafe\polls\locale with glob **/*.mo.
DEBUG 2024-12-09 11:11:23,446 utils (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2024-12-09 11:11:23,466 utils (0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
DEBUG 2024-12-09 11:11:23,582 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\Image.py first seen with mtime 1732504966.0426965
DEBUG 2024-12-09 11:11:23,582 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\handlers\asgi.py first seen with mtime 1726014231.4708817
DEBUG 2024-12-09 11:11:23,583 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\messages\utils.py first seen with mtime 1726014230.4440217
DEBUG 2024-12-09 11:11:23,583 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_uuid.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:11:23,584 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\socket.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:11:23,584 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\copy.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,585 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\decorators.py first seen with mtime 1726014231.9120615
DEBUG 2024-12-09 11:11:23,585 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\fields\files.py first seen with mtime 1726014231.7021472
DEBUG 2024-12-09 11:11:23,585 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\expressions.py first seen with mtime 1726014231.6892095
DEBUG 2024-12-09 11:11:23,585 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\functions\text.py first seen with mtime 1726014231.7182758
DEBUG 2024-12-09 11:11:23,586 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1726014231.5569644
DEBUG 2024-12-09 11:11:23,586 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_subprocess.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,586 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\streams.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,586 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\apps.py first seen with mtime 1726014227.7571726
DEBUG 2024-12-09 11:11:23,587 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\__init__.py first seen with mtime 1726014231.6375735
DEBUG 2024-12-09 11:11:23,587 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\tempfile.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:11:23,587 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\gzip.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,587 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\filters.py first seen with mtime 1726014227.7571726
DEBUG 2024-12-09 11:11:23,589 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\library.py first seen with mtime 1726014231.8635058
DEBUG 2024-12-09 11:11:23,589 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\views\generic\list.py first seen with mtime 1726014231.970003
DEBUG 2024-12-09 11:11:23,589 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\mail\utils.py first seen with mtime 1726014231.4843993
DEBUG 2024-12-09 11:11:23,589 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_ssl.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:11:23,589 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\operations\models.py first seen with mtime 1726014231.6696239
DEBUG 2024-12-09 11:11:23,590 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\bz2.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,590 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\widgets.py first seen with mtime 1726014227.773602
DEBUG 2024-12-09 11:11:23,590 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\pickle.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:11:23,591 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\windows_utils.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,591 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\_ctypes.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:11:23,591 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\functions\comparison.py first seen with mtime 1726014231.7182758
DEBUG 2024-12-09 11:11:23,591 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\fields.py first seen with mtime 1726014229.2361467
DEBUG 2024-12-09 11:11:23,592 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\email\contentmanager.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,592 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\dateparse.py first seen with mtime 1726014231.9120615
DEBUG 2024-12-09 11:11:23,592 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1726014230.983188
DEBUG 2024-12-09 11:11:23,592 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\middleware\csrf.py first seen with mtime 1726014231.8475063
DEBUG 2024-12-09 11:11:23,593 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\email\message.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,593 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\cache\backends\base.py first seen with mtime 1726014231.4363635
DEBUG 2024-12-09 11:11:23,593 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\signals.py first seen with mtime 1726014231.4283636
DEBUG 2024-12-09 11:11:23,593 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\keywords.py first seen with mtime 1726014226.5808468
DEBUG 2024-12-09 11:11:23,595 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\engine\filter_stack.py first seen with mtime 1726014226.585892
DEBUG 2024-12-09 11:11:23,595 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\nturl2path.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:11:23,595 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\conf\global_settings.py first seen with mtime 1726014227.3661604
DEBUG 2024-12-09 11:11:23,595 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\http\server.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,596 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\queues.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,596 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\http\multipartparser.py first seen with mtime 1726014231.839506
DEBUG 2024-12-09 11:11:23,596 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\timeouts.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,596 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\_version.py first seen with mtime 1732504966.135326
DEBUG 2024-12-09 11:11:23,596 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\fields\related.py first seen with mtime 1726014231.7107644
DEBUG 2024-12-09 11:11:23,598 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\asyncio\proactor_events.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,598 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\version.py first seen with mtime 1726014231.9360611
DEBUG 2024-12-09 11:11:23,598 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\filters\__init__.py first seen with mtime 1726014226.5878875
DEBUG 2024-12-09 11:11:23,598 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\exceptions.py first seen with mtime 1726014226.5788522
DEBUG 2024-12-09 11:11:23,598 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\lexer.py first seen with mtime 1726014226.5818446
DEBUG 2024-12-09 11:11:23,598 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\files\storage\filesystem.py first seen with mtime 1726014231.46018
DEBUG 2024-12-09 11:11:23,598 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\forms\formsets.py first seen with mtime 1726014231.7507317
DEBUG 2024-12-09 11:11:23,600 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\asgiref\sync.py first seen with mtime 1726014227.0761929
DEBUG 2024-12-09 11:11:23,600 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\duration.py first seen with mtime 1726014231.9120615
DEBUG 2024-12-09 11:11:23,600 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\http\__init__.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,600 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\context.py first seen with mtime 1726014231.8555064
DEBUG 2024-12-09 11:11:23,600 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\cli.py first seen with mtime 1726014226.5778084
DEBUG 2024-12-09 11:11:23,600 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\textwrap.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:11:23,600 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1726014231.5569644
DEBUG 2024-12-09 11:11:23,600 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py first seen with mtime 1722945752.0
DEBUG 2024-12-09 11:11:23,601 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\inspect.py first seen with mtime 1726014231.9200613
DEBUG 2024-12-09 11:11:23,602 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,603 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\backends\django.py first seen with mtime 1726014231.8715057
DEBUG 2024-12-09 11:11:23,603 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\collections\__init__.py first seen with mtime 1722945750.0
DEBUG 2024-12-09 11:11:23,604 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\DLLs\unicodedata.pyd first seen with mtime 1722945796.0
DEBUG 2024-12-09 11:11:23,604 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1726014226.5798507
DEBUG 2024-12-09 11:11:23,606 autoreload File C:\Users\Atomi\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\views\__init__.py first seen with mtime 1726014231.944062
